pmid	year	journal	type	queries	title
40404474	2025	Zhongguo Fei Ai Za Zhi	English Abstract;Journal Article	Q11_lung_dev_tf	[Public Database-based Study to Explore the Expression and Role of DDB1  in Lung Adenocarcinoma].
40392549	2025	J Exp Med	Journal Article;Case Reports	Q11_lung_dev_tf	A multimorphic variant in ThPOK causes an inborn error of immunity with T cell defects and fibrosis.
40362676	2025	Int J Mol Sci	Journal Article	Q11_lung_dev_tf	Transcriptomic Plasticity of Human Alveolar Macrophages Revealed by Single-Cell RNA Sequencing Following Drug Exposure: Implications for Therapeutic Development.
40343859	2025	Am J Respir Cell Mol Biol	Journal Article;Research Support, Non-U.S. Gov't	Q11_lung_dev_tf	VEGF-D Protects the Lung in Neonatal Hyperoxia-induced Lung Injury.
40339578	2025	Dev Cell	Journal Article	Q11_lung_dev_tf	Targeting VSIG4(+) tissue-resident macrophages enhances T cell cytotoxicity and immunotherapy efficacy in cancer.
40307991	2025	Adv Sci (Weinh)	Journal Article	Q11_lung_dev_tf	Stereotyped Subclones Revealed by High-Density Single-Cell Lineage Tracing Support Robust Development.
40242774	2025	Front Immunol	Journal Article	Q11_lung_dev_tf	Cross one single body 49 tissues single-cell transcriptome reveals detailed macrophage heterogeneity during pig pregnancy.
40217155	2025	BMC Cancer	Journal Article	Q11_lung_dev_tf	SIM2, associated with clinicopathologic features, promotes the malignant biological behaviors of endometrial carcinoma cells.
40184040	2025	J Immunol	Journal Article	Q11_lung_dev_tf	Lung-resident memory CD4+ T cells are dependent on Batf3.
40178979	2025	Cell Rep	Journal Article	Q11_lung_dev_tf	A spatiotemporal cell atlas of cardiopulmonary progenitor cell allocation during development.
40133474	2025	Oncogene	Journal Article	Q11_lung_dev_tf	ZNF768 loss amplifies p53 action and reduces lung tumorigenesis in mice.
40128064	2025	Medicine (Baltimore)	Journal Article;Review	Q11_lung_dev_tf	LncRNA MALAT1's role in the development of retinopathy: A review.
40118721	2025	Sci Bull (Beijing)	Journal Article;Research Support, Non-U.S. Gov't	Q11_lung_dev_tf	Spatiotemporal transcriptome atlas of developing mouse lung.
40078782	2025	Immune Netw	Journal Article	Q11_lung_dev_tf	Mitochondrial Regulator CRIF1 Plays a Critical Role in the Development and Homeostasis of Alveolar Macrophages via Maintaining Metabolic Fitness.
39947933	2025	J Cyst Fibros	Journal Article	Q11_lung_dev_tf	Evidence for altered immune-structural cell crosstalk in cystic fibrosis revealed by single cell transcriptomics.
39867394	2025	medRxiv	Journal Article;Preprint	Q11_lung_dev_tf	A genetically based computational drug repurposing framework for rapid identification of candidate compounds: application to COVID-19.
39818203	2025	Cell Stem Cell	Journal Article	Q11_lung_dev_tf	Longitudinal single-cell profiles of lung regeneration after viral infection reveal persistent injury-associated cell states.
39800368	2025	J Clin Periodontol	Journal Article;Research Support, Non-U.S. Gov't	Q11_lung_dev_tf	Targeting circFOXO3 to Modulate Integrin β6 Expression in Periodontitis: A Potential Therapeutic Approach.
39605457	2025	bioRxiv	Journal Article;Preprint	Q11_lung_dev_tf	Phospholipid Scramblase 1 (PLSCR1) Regulates Interferon-Lambda Receptor 1 (IFN-λR1) and IFN-λ Signaling in Influenza A Virus (IAV) Infection.
39589256	2025	Am J Respir Cell Mol Biol	Journal Article;Research Support, N.I.H., Extramural	Q11_lung_dev_tf	The Homeobox Transcription Factor CUX1 Coordinates Postnatal Epithelial Developmental Timing but Is Dispensable for Lung Organogenesis and Regeneration.
39522760	2025	Lab Invest	Journal Article;Research Support, Non-U.S. Gov't	Q11_lung_dev_tf	Spatiotemporal Cellular Dynamics of Germinal Center Reaction in Coronavirus Disease 2019 Lung-Draining Lymph Node Based on Imaging-Based Spatial Transcriptomics.
39487796	2025	Hum Mol Genet	Journal Article	Q11_lung_dev_tf	Alternative polyadenylation shapes the molecular and clinical features of lung adenocarcinoma.
39447176	2025	Am J Respir Cell Mol Biol	Journal Article;Research Support, N.I.H., Extramural	Q11_lung_dev_tf	Cell Population-resolved Multiomics Atlas of the Developing Lung.
39108112	2025	Curr Med Chem	Journal Article	Q11_lung_dev_tf	Identification of Key Genes and Signaling Pathways in Entrectinibresistant Non-small Cell Lung Cancer Using Bioinformatic Analysis and Experimental Verification.
41332697	2025	bioRxiv	Journal Article;Preprint	Q12_pah_bpd_tf	Comparative Single-Cell Transcriptomics Uncovers Shared and Distinct Molecular Signatures in Cystic Fibrosis and Primary Ciliary Dyskinesia.
41288843	2025	J Clin Immunol	Journal Article;Case Reports	Q12_pah_bpd_tf	Clinical and Immunological Impact of JAK Inhibition in Concurrent Down Syndrome and STAT1 Gain of Function.
41155173	2025	Int J Mol Sci	Journal Article;Review	Q12_pah_bpd_tf	Targeting the Aryl Hydrocarbon Receptor: The Potential of Indole Compounds in the Treatment of Cystic Fibrosis.
41067869	2025	Eur Respir J	Journal Article	Q12_pah_bpd_tf	Targeting IL6-Edn1-FoxO1 axis enables lung growth in mechanically ventilated newborn mice.
40869904	2025	Genes (Basel)	Journal Article;Review	Q12_pah_bpd_tf	Quercetin in Idiopathic Pulmonary Fibrosis and Its Comorbidities: Gene Regulatory Mechanisms and Therapeutic Implications.
40874748	2025	mSystems	Journal Article	Q12_pah_bpd_tf	GplR1, an unusual TetR-like transcription factor in Mycobacterium abscessus, controls the production of cell wall glycopeptidolipids, colony morphology, and virulence.
40772714	2025	Microbiol Spectr	Journal Article	Q12_pah_bpd_tf	Pseudomonas aeruginosa Dnr-regulated denitrification in microoxic conditions.
40693377	2025	Hypertension	Journal Article	Q12_pah_bpd_tf	LINC00599 Promotes Pulmonary Hypertension via Liquid-Liquid Phase Separation With G3BP1 and MYH9.
40686216	2025	Circ Genom Precis Med	Journal Article	Q12_pah_bpd_tf	Lung Single-Cell Transcriptomics Reveal Diverging Pathobiology and Opportunities for Precision Targeting in Scleroderma-Associated Versus Idiopathic Pulmonary Arterial Hypertension.
40661447	2025	bioRxiv	Journal Article;Preprint	Q12_pah_bpd_tf	The mitochondrial unfolded protein response and metabolic reprogramming promote PASMC proliferation in response to sphingosine kinase-1/sphingosine-1-phosphate signaling.
40654710	2025	bioRxiv	Journal Article;Preprint	Q12_pah_bpd_tf	GplR1, an unusual TetR-like transcription factor in Mycobacterium abscessus, controls the production of cell wall glycopeptidolipids, colony morphology, and virulence.
40631082	2025	bioRxiv	Journal Article;Preprint	Q12_pah_bpd_tf	Cholinergic Signaling Modulates Intestinal Pathophysiology in a Drosophila Model of Cystic Fibrosis.
40603451	2025	Sci Rep	Journal Article	Q12_pah_bpd_tf	Transcription factor EB improves hypoxic pulmonary hypertension in fetal rats by suppressing NLRP3 inflammasome activation via induction of mitophagy.
40590703	2025	Dis Model Mech	Journal Article;Research Support, Non-U.S. Gov't	Q12_pah_bpd_tf	An in vitro model of the epithelial airway reveals a key function for EHF in lung homeostasis and disease.
40569693	2025	JCI Insight	Journal Article	Q12_pah_bpd_tf	TNF drives aberrant BMP signaling to induce endothelial and mesenchymal dysregulation in pulmonary hypertension.
40567228	2025	Arterioscler Thromb Vasc Biol	Journal Article;Research Support, N.I.H., Extramural	Q12_pah_bpd_tf	LncRNA-536 and RNA-Binding Protein RBM25 Interactions in Pulmonary Artery Smooth Muscle Cells: Implications in Pulmonary Hypertension.
40557319	2025	Front Cell Infect Microbiol	Journal Article	Q12_pah_bpd_tf	Transcriptomic profiling reveals RetS-mediated regulation of type VI secretion system and host cell responses in Pseudomonas aeruginosa infections.
40530493	2025	J Am Heart Assoc	Journal Article	Q12_pah_bpd_tf	Circ-myh8/KAT7 Affects PANoptosis in Pulmonary Arterial Smooth Muscle Cells: Involvement of Super-Enhancers in FOSL2 Expression.
40403939	2025	Free Radic Biol Med	Journal Article	Q12_pah_bpd_tf	SIRT1 and its SUMOylation attenuate hyperoxia-induced lung injury by improving mitochondrial biogenesis and fusion.
40391957	2025	mBio	Journal Article;Research Support, N.I.H., Extramural	Q12_pah_bpd_tf	Temperature controls LasR regulation of piv expression in Pseudomonas aeruginosa.
40386354	2025	Transl Pediatr	Journal Article	Q12_pah_bpd_tf	Screening for biomarkers of bronchopulmonary dysplasia: a bioinformatics analysis.
40348934	2025	Sci Rep	Journal Article	Q12_pah_bpd_tf	Mechanotransductive stabilization of HIF-1α is inhibited by mitochondrial antioxidant therapy in the setting of pulmonary overcirculation.
40336475	2025	Arterioscler Thromb Vasc Biol	Journal Article	Q12_pah_bpd_tf	Super-Enhancer-Driven LncRNA UNC5B-AS1 Inhibits Inflammatory Phenotypic Transition in Pulmonary Artery Smooth Muscle Cells via Lactylation.
40332394	2025	Int J Mol Sci	Journal Article	Q12_pah_bpd_tf	Cis-Regulation of the CFTR Gene in Pancreatic Cells.
40303003	2025	J Inflamm Res	Journal Article	Q12_pah_bpd_tf	Calycosin-7-Glucoside Alleviates Atherosclerosis by Inhibiting Ox-LDL-Induced Foam Cell Formation and Inflammatory Response in THP-1-Derived Macrophages via ATF-1 Activation Through the p38/MAPK Pathway.
40248086	2025	Front Med (Lausanne)	Journal Article;Review	Q12_pah_bpd_tf	Decoding bronchopulmonary dysplasia in premature infants through an epigenetic lens.
40241046	2025	Respir Res	Journal Article	Q12_pah_bpd_tf	The transcription factor PITX1 cooperates with super-enhancers to regulate the expression of DUSP4 and inhibit pyroptosis in pulmonary artery smooth muscle cells.
40236165	2025	bioRxiv	Journal Article;Preprint	Q12_pah_bpd_tf	Role of Pseudomonas aeruginosa Dnr-regulated denitrification in oxic conditions.
40196115	2025	Front Immunol	Journal Article;Review	Q12_pah_bpd_tf	Modulation of pulmonary immune functions by the Pseudomonas aeruginosa secondary metabolite pyocyanin.
40106779	2025	Am J Respir Cell Mol Biol	Journal Article;Research Support, N.I.H., Extramural	Q12_pah_bpd_tf	Loss of Tbx4 Affects Postnatal Lung Development and Predisposes to Pulmonary Hypertension.
39975245	2025	bioRxiv	Journal Article;Preprint	Q12_pah_bpd_tf	Hypoxia modulates human pulmonary arterial adventitial fibroblast phenotype through HIF-1α activation.
39965654	2025	Br J Pharmacol	Journal Article	Q12_pah_bpd_tf	Imatinib aggravates pressure-overload-induced right ventricle failure via JNK/Runx2 pathway.
39907030	2025	Cell Prolif	Journal Article	Q12_pah_bpd_tf	Super-Enhancer Target Gene CBP/p300-Interacting Transactivator With Glu/Asp-Rich C-Terminal Domain, 2 Cooperates With Transcription Factor Forkhead Box J3 to Inhibit Pulmonary Vascular Remodeling.
39670758	2025	J Bacteriol	Journal Article	Q12_pah_bpd_tf	RhlR-mediated cooperation in cystic fibrosis-adapted isolates of Pseudomonas aeruginosa.
39392679	2025	Am J Respir Cell Mol Biol	Journal Article;Research Support, Non-U.S. Gov't	Q12_pah_bpd_tf	SOX17 Prevents Endothelial-Mesenchymal Transition of Pulmonary Arterial Endothelial Cells in Pulmonary Hypertension through Mediating TGF-β/Smad2/3 Signaling.
38574486	2025	Horm Res Paediatr	Case Reports;Journal Article	Q12_pah_bpd_tf	A New Variant in the GATA6 Gene Associated with Tracheoesophageal Fistula, Pulmonary Vein Stenosis, and Neonatal Diabetes.
42577143	2026	Front Physiol	Journal Article;Review	Q1_lung_GRN_disease	Circadian clock-gut microbiota axis in pulmonary hypertension: linking gut-lung crosstalk, immune timing and vascular remodeling.
42564344	2026	Front Cell Infect Microbiol	Journal Article;Review	Q1_lung_GRN_disease	Gut microbiota in asthma: mechanisms, clinical evidence, and therapeutic opportunities.
42548795	2026	Front Immunol	Journal Article;Review	Q1_lung_GRN_disease	Tumor-associated neutrophils in lung adenocarcinoma: from mechanisms to therapeutic targeting.
42534149	2026	Exp Ther Med	Journal Article;Review	Q1_lung_GRN_disease	m(6)A methylation regulatory network in pulmonary fibrosis: Molecular mechanisms from RNA stability to cellular phenotype transition (Review).
42528593	2026	Front Physiol	Journal Article;Review	Q1_lung_GRN_disease	Mitochondrial programmed cell death in bronchopulmonary dysplasia: mechanisms and therapeutic targets.
42520476	2026	Transl Oncol	Journal Article;Review	Q1_lung_GRN_disease	Lung cancer stem cells in the tumor microenvironment: translational biomarkers and therapeutic strategies for immune evasion and treatment resistance.
42518631	2026	Int J Chron Obstruct Pulmon Dis	Journal Article;Review	Q1_lung_GRN_disease	Exploring the Roles of Wnt Signaling Pathway and Non-Coding RNAs in COPD.
42503223	2026	Channels (Austin)	Journal Article;Review;Research Support, Non-U.S. Gov't	Q1_lung_GRN_disease	Research progress on the role and mechanism of STIM and Orai protein-mediated store-operated calcium entry in cardiovascular diseases.
42472421	2026	Discov Oncol	Journal Article	Q1_lung_GRN_disease	Integrated multi-omics and SHAP analysis reveal the core mechanisms of metabolic reprogramming in lung adenocarcinoma.
42461935	2026	PLoS One	Journal Article	Q1_lung_GRN_disease	Characterization of a novel lncRNA RP3-340N1.2 and its association with a miR-4650-5p/SHC1-related regulatory network in lung adenocarcinoma.
42445413	2026	Transl Cancer Res	Journal Article	Q1_lung_GRN_disease	Integrated multi-omics analysis reveals tumor-suppressive phenotypes and associated transcriptomic remodeling upon METTL3 overexpression in A549 lung cancer cells.
42445384	2026	Transl Cancer Res	Journal Article	Q1_lung_GRN_disease	A pan-cancer functional atlas of ADH1A reveals its conserved role in the tumor microenvironment and immunity.
42435486	2026	Pathol Res Pract	Journal Article;Review	Q1_lung_GRN_disease	Metabolite-driven epigenetic modifications remodel immune cell functions in COPD: From Lactylation to Succinylation.
42431870	2026	Cell Death Dis	Journal Article	Q1_lung_GRN_disease	MND1 regulates PANoptosis and stemness of lung adenocarcinoma cells by stabilizing RCOR2 mRNA.
42421540	2026	Cancer Invest	Journal Article	Q1_lung_GRN_disease	Systematic Investigation of Key Drivers of Lung Adenocarcinoma: A Focus on Genes, Pathways, and miRNAs.
42419403	2026	Cell Signal	Journal Article	Q1_lung_GRN_disease	YBX1 phase separation promotes radioresistance in lung adenocarcinoma by suppressing ferroptosis through GPX4 regulation.
42391673	2026	Transl Oncol	Journal Article	Q1_lung_GRN_disease	DAZAP2, regulated by miR-125b, contributes to inflammation-related non-small cell lung cancer progression.
42390961	2026	J Asthma	Journal Article	Q1_lung_GRN_disease	Diagnostic model construction of mitochondrial-mitophagy related genes and their regulatory network and potential drug discovery in childhood allergic asthma.
42371822	2026	J Interferon Cytokine Res	Journal Article	Q1_lung_GRN_disease	Biochemical Signature in Deciphering the Metastasis-Associated Lung Adenocarcinoma Transcript 1/microRNA-145 Axis and Its Molecular Correlation with Nuclear Factor Kappa Beta/Transforming Growth Factor-Beta and Apoptotic Proteins Expression in Colorectal Cancer.
